series,total_return,annualized_return,annualized_volatility,sharpe_0rf,max_drawdown
Event portfolio,0.0019133996120730412,0.0012986146862465908,0.20765204992106925,0.10899033639075628,-0.21596554986319483
SPY,0.2750668487815626,0.17936076573887072,0.1786593748194513,1.0199853071123925,-0.1875523366664127
QQQ,0.39040970994134927,0.25077767342295965,0.22347295249414556,1.1209568819785563,-0.22768310492842714
